epoch,step,train_loss,val_loss,val_macro_f1
0,49,1.1708476543426514,,
0,99,1.050559163093567,,
0,149,1.4977434873580933,,
0,199,0.5914900898933411,,
0,249,0.576711118221283,,
0,299,0.6688607335090637,,
0,349,1.2531704902648926,,
0,399,1.5435452461242676,,
0,449,1.5360080003738403,,
0,499,1.5217633247375488,,
0,549,1.496545672416687,,
0,599,0.8571241497993469,,
0,649,1.053097128868103,,
0,699,1.3859305381774902,,
0,749,1.511484980583191,,
0,799,1.151648998260498,,
0,849,1.183854103088379,,
0,899,0.5612290501594543,,
0,949,0.5595585107803345,,
0,999,0.7567594051361084,,
0,1049,0.7616388201713562,,
0,1099,1.4176316261291504,,
0,1149,0.9519490003585815,,
0,1199,0.9442869424819946,,
0,1249,1.4422210454940796,,
0,1299,1.1279515027999878,,
0,1349,1.0036181211471558,,
0,1399,0.9271630644798279,,
0,1449,0.8729023933410645,,
0,1499,0.9948276281356812,,
0,1549,1.456765055656433,,
0,1599,0.8401238918304443,,
0,1649,0.9277148842811584,,
0,1699,1.0914674997329712,,
0,1749,0.9987894892692566,,
0,1799,0.9009009003639221,,
0,1849,0.8694608211517334,,
0,1899,0.971615731716156,,
0,1949,1.0597413778305054,,
0,1999,0.7387453317642212,,
0,2049,1.493233561515808,,
0,2099,0.890242338180542,,
0,2149,0.9464610815048218,,
0,2199,0.9224493503570557,,
0,2249,0.868060290813446,,
0,2299,0.8790693879127502,,
0,2326,,1.1929962635040283,0.18025150895118713
1,2349,0.8898226022720337,,
1,2399,0.8851208090782166,,
1,2449,1.0841071605682373,,
1,2499,1.3451510667800903,,
1,2549,1.4541308879852295,,
1,2599,1.0504322052001953,,
1,2649,0.8373469710350037,,
1,2699,0.9948773384094238,,
1,2749,0.9676555395126343,,
1,2799,0.9973689913749695,,
1,2849,1.2725586891174316,,
1,2899,0.9522581696510315,,
1,2949,1.0202875137329102,,
1,2999,1.4540497064590454,,
1,3049,1.4918100833892822,,
1,3099,1.1573331356048584,,
1,3149,0.9087775349617004,,
1,3199,1.466864824295044,,
1,3249,1.5241553783416748,,
1,3299,1.2988001108169556,,
1,3349,1.3090691566467285,,
1,3399,1.0509942770004272,,
1,3449,1.4494506120681763,,
1,3499,0.9874594211578369,,
1,3549,0.9159664511680603,,
1,3599,0.973396897315979,,
1,3649,0.9344867467880249,,
1,3699,1.005934715270996,,
1,3749,1.4557188749313354,,
1,3799,1.0662789344787598,,
1,3849,0.9631868004798889,,
1,3899,0.949502170085907,,
1,3949,0.9081479907035828,,
1,3999,1.4579112529754639,,
1,4049,1.0049328804016113,,
1,4099,0.9386307001113892,,
1,4149,0.9705487489700317,,
1,4199,0.9577348828315735,,
1,4249,0.9540669322013855,,
1,4299,0.7659453749656677,,
1,4349,1.3693920373916626,,
1,4399,1.383958101272583,,
1,4449,0.9454593658447266,,
1,4499,0.9649926424026489,,
1,4549,0.8977426886558533,,
1,4599,0.8908451199531555,,
1,4649,0.9916774034500122,,
1,4653,,1.1916916370391846,0.22636236250400543
2,4699,0.9228824377059937,,
2,4749,0.919559121131897,,
2,4799,1.2829804420471191,,
2,4849,0.6620854139328003,,
2,4899,1.2068455219268799,,
2,4949,1.131990671157837,,
2,4999,1.0425056219100952,,
2,5049,1.0540671348571777,,
2,5099,1.4443491697311401,,
2,5149,0.9785172939300537,,
2,5199,1.4586381912231445,,
2,5249,1.4246852397918701,,
2,5299,0.9780529141426086,,
2,5349,0.8476530313491821,,
2,5399,0.7575417757034302,,
2,5449,0.8934763073921204,,
2,5499,0.8958002924919128,,
2,5549,0.6207924485206604,,
2,5599,0.6001226305961609,,
2,5649,0.7153832912445068,,
2,5699,1.0689303874969482,,
2,5749,0.9355119466781616,,
2,5799,0.925880491733551,,
2,5849,0.9661756753921509,,
2,5899,0.9026743769645691,,
2,5949,0.9184168577194214,,
2,5999,0.975050151348114,,
2,6049,0.9180737733840942,,
2,6099,0.9706321358680725,,
2,6149,1.0127357244491577,,
2,6199,1.290156602859497,,
2,6249,1.1021555662155151,,
2,6299,0.8956975340843201,,
2,6349,0.996009886264801,,
2,6399,1.0073063373565674,,
2,6449,0.8511828780174255,,
2,6499,0.9564521908760071,,
2,6549,1.0293145179748535,,
2,6599,0.8385257720947266,,
2,6649,0.7393022179603577,,
2,6699,1.535729169845581,,
2,6749,1.0793414115905762,,
2,6799,1.0294747352600098,,
2,6849,0.9485233426094055,,
2,6899,0.8830786943435669,,
2,6949,0.9758670330047607,,
2,6980,,1.1970592737197876,0.2510479688644409
3,6999,0.9297977089881897,,
3,7049,0.9709151983261108,,
3,7099,0.8491756916046143,,
3,7149,1.0298734903335571,,
3,7199,0.6190920472145081,,
3,7249,1.069516897201538,,
3,7299,1.0912439823150635,,
3,7349,0.9198533296585083,,
3,7399,0.9068716764450073,,
3,7449,1.0374478101730347,,
3,7499,1.4683454036712646,,
3,7549,0.9381676912307739,,
3,7599,1.0141702890396118,,
3,7649,0.9249815344810486,,
3,7699,1.468774437904358,,
3,7749,1.1034895181655884,,
3,7799,0.9889330863952637,,
3,7849,1.217087984085083,,
3,7899,0.6682093739509583,,
3,7949,1.5248546600341797,,
3,7999,1.0482865571975708,,
3,8049,1.0392497777938843,,
3,8099,0.9947845935821533,,
3,8149,0.7963888049125671,,
3,8199,0.850969672203064,,
3,8249,0.8897362947463989,,
3,8299,0.8799552917480469,,
3,8349,1.0369983911514282,,
3,8399,0.9566981196403503,,
3,8449,0.8717606067657471,,
3,8499,0.8450956344604492,,
3,8549,0.9546592235565186,,
3,8599,0.8436380624771118,,
3,8649,0.8585874438285828,,
3,8699,0.9810845255851746,,
3,8749,1.05271315574646,,
3,8799,0.7627949118614197,,
3,8849,0.9997098445892334,,
3,8899,0.8412339091300964,,
3,8949,0.907646119594574,,
3,8999,0.7637296915054321,,
